"x"
"1" 0.1331
"2" 0.182525515276526
"3" 0.185896255730297
"4" 0.22516908461737
"5" 0.166002941995986
"6" 0.134719611592805
"7" 0.210994456885711
"8" 0.206742373547061
"9" 0.250092462069122
"10" 0.212534384614905
"11" 0.186038513148115
"12" 0.267076890315425
"13" 0.197042937530242
"14" 0.283287932591265
"15" 0.234873663957338
"16" 0.26962343861768
"17" 0.235181703727885
"18" 0.264004571884686
"19" 0.364719302980701
"20" 0.264747378111017
"21" 0.316320207175814
"22" 0.356656196608063
"23" 0.363171115359994
"24" 0.367514717702062
"25" 0.368344265196709
"26" 0.366695813540371
"27" 0.410338099680152
"28" 0.453895222628471
"29" 0.461452784058534
"30" 0.439671994909257
"31" 0.465202874631363
"32" 0.461571208820165
"33" 0.453181070090726
"34" 0.517203127072825
"35" 0.558456424322467
"36" 0.512321731162183
"37" 0.557496618924927
"38" 0.514450998437404
"39" 0.559252213892727
"40" 0.619387936766849
"41" 0.588891728020761
"42" 0.62034836832925
"43" 0.637046424579966
"44" 0.594499508313749
"45" 0.695544982717757
"46" 0.638123396729484
"47" 0.710256156793754
"48" 0.684665507623069
"49" 0.669218858015039
"50" 0.749475325733071
"51" 0.742847009919049
